y,x,IG,I_local,R_local,score_IG,score_IG_I,score_IG_I_R
13,23,0.44000000000000006,0.4971839460147695,0.0,0.44000000000000006,0.04225284318818445,-0.45774715681181555
19,15,0.8000000000000002,0.89204,0.0,0.8000000000000002,0.08636800000000011,-0.4136319999999999
9,21,0.6559999999999999,0.7281711335558145,0.0,0.6559999999999999,0.07346309315534827,-0.42653690684465173
30,12,0.8000000000000002,1.0,0.0,0.8000000000000002,1.1102230246251565e-16,-0.4999999999999999
32,16,0.728,0.8437658441558442,0.0,0.728,0.05298732467532452,-0.4470126753246755
30,29,0.8000000000000002,0.9794600000000001,0.0,0.8000000000000002,0.016432000000000002,-0.483568
3,19,0.44,0.4988774864394186,0.0,0.44,0.040898010848465116,-0.4591019891515349
37,16,0.6800000000000002,0.7960899740259739,0.0,0.6800000000000002,0.043128020779220955,-0.45687197922077905
2,0,0.8000000000000003,0.9948,0.0,0.8000000000000003,0.004160000000000164,-0.49583999999999984
27,17,0.608,0.6996557393483708,0.0,0.608,0.0482754085213033,-0.4517245914786967
12,4,0.20000000000000004,0.2511584751707215,0.3043478261172023,0.20000000000000004,-0.0009267801365771544,-0.348752867077976
38,20,0.5840000000000001,0.6739821699703805,0.0,0.5840000000000001,0.044814264023695594,-0.4551857359763044
40,19,0.8000000000000003,0.9182279365079364,0.0,0.8000000000000003,0.06541765079365103,-0.434582349206349
19,2,0.7040000000000001,0.8206960000000001,0.006956521745784499,0.7040000000000001,0.04744319999999991,-0.4490785391271078
6,7,0.344,0.39842813113672343,0.460869565230397,0.344,0.025257495090621196,-0.2443077222941803
28,17,0.6080000000000001,0.7008675600766623,0.0,0.6080000000000001,0.047305951938670265,-0.45269404806132973
21,7,0.8000000000000002,0.9735394285714285,0.0,0.8000000000000002,0.02116845714285731,-0.4788315428571427
36,2,0.8000000000000002,1.0,0.0,0.8000000000000002,1.1102230246251565e-16,-0.4999999999999999
21,18,0.608,0.7004955033037138,0.0,0.608,0.047603597357028904,-0.4523964026429711
35,10,0.8000000000000002,1.0,0.0,0.8000000000000002,1.1102230246251565e-16,-0.4999999999999999
25,7,0.8000000000000002,1.0,0.0,0.8000000000000002,1.1102230246251565e-16,-0.4999999999999999
24,23,0.6080000000000001,0.6975006516290726,0.0,0.6080000000000001,0.04999947869674204,-0.45000052130325796
40,30,0.8,1.0,0.0,0.8,0.0,-0.5
40,18,0.8000000000000003,0.9229079365079365,0.0,0.8000000000000003,0.06167365079365106,-0.43832634920634894
30,11,0.8000000000000002,1.0,0.0,0.8000000000000002,1.1102230246251565e-16,-0.4999999999999999
19,0,0.8000000000000003,0.932672380952381,0.0,0.8000000000000003,0.053862095238095375,-0.4461379047619046
25,4,0.8000000000000002,1.0,0.0,0.8000000000000002,1.1102230246251565e-16,-0.4999999999999999
26,2,0.8000000000000002,1.0,0.0,0.8000000000000002,1.1102230246251565e-16,-0.4999999999999999
3,20,0.488,0.548303773885306,0.0,0.488,0.04935698089175511,-0.4506430191082449
7,9,0.29600000000000004,0.3478527409339438,0.5773913043592439,0.29600000000000004,0.017717807252844997,-0.19358654056753305
1,8,0.8000000000000002,0.9667199999999999,0.0,0.8000000000000002,0.026624000000000203,-0.4733759999999998
18,9,0.8000000000000002,0.9663733333333333,0.0,0.8000000000000002,0.026901333333333444,-0.47309866666666656
33,9,0.8000000000000002,1.0,0.0,0.8000000000000002,1.1102230246251565e-16,-0.4999999999999999
34,30,0.8000000000000003,0.9627333333333332,0.0,0.8000000000000003,0.02981333333333369,-0.4701866666666663
19,24,0.632,0.7221448189457601,0.0,0.632,0.054284144843391946,-0.44571585515660805
